terme_fr;langue;terme_traduit;fournisseur;type;date
déviations mandibulaires fonctionnelles;en;functional mandibular deviations;deepl;tag;2025-12-12 20:56:57
proglissement fonctionnel;en;functional sliding;deepl;tag;2025-12-12 20:56:57
proglissements fonctionnels;en;functional slides;deepl;tag;2025-12-12 20:56:57
surplomb;en;overhang;deepl;tag;2025-12-12 20:56:57
recouvrement horizontal;en;horizontal overlap;deepl;tag;2025-12-12 20:56:57
recouvrements horizontaux;en;horizontal overlaps;deepl;tag;2025-12-12 20:56:57
décalage horizontal;en;horizontal shift;deepl;tag;2025-12-12 20:56:57
décalages horizontaux;en;horizontal shifts;deepl;tag;2025-12-12 20:56:57
overjet;en;overjet;deepl;tag;2025-12-12 20:56:57
surjet;en;overlock;deepl;tag;2025-12-12 20:56:57
surjète;en;surjète;deepl;tag;2025-12-12 20:56:57
surjets;en;overlays;deepl;tag;2025-12-12 20:56:57
surjètes;en;surjètes;deepl;tag;2025-12-12 20:56:57
consultation;en;consultation;deepl;tag;2025-12-12 20:56:57
rendez-vous;en;appointment;deepl;tag;2025-12-12 20:56:57
rendez-vousse;en;appointmentse;deepl;tag;2025-12-12 20:56:57
rendez-vousses;en;appointments;deepl;tag;2025-12-12 20:56:57
appointment;en;appointment;deepl;tag;2025-12-12 20:56:57
appointmente;en;appointment;deepl;tag;2025-12-12 20:56:57
appointments;en;appointments;deepl;tag;2025-12-12 20:56:57
appointmentes;en;appointment;deepl;tag;2025-12-12 20:56:57
visite;en;visit;deepl;tag;2025-12-12 20:56:57
visites;en;visits;deepl;tag;2025-12-12 20:56:57
consulter;en;visit;deepl;tag;2025-12-12 20:56:57
consultère;en;consultancy;deepl;tag;2025-12-12 20:56:57
consulters;en;consultants;deepl;tag;2025-12-12 20:56:57
consultères;en;consultants;deepl;tag;2025-12-12 20:56:57
examen orthodontique;en;orthodontic examination;deepl;tag;2025-12-12 20:56:57
examens orthodontiques;en;orthodontic examinations;deepl;tag;2025-12-12 20:56:57
contrôle;en;control;deepl;tag;2025-12-12 20:56:57
suivi;en;follow-up;deepl;tag;2025-12-12 20:56:57
suivie;en;followed;deepl;tag;2025-12-12 20:56:57
suivis;en;follow-up;deepl;tag;2025-12-12 20:56:57
suivies;en;followed;deepl;tag;2025-12-12 20:56:57
follow-up;en;follow-up;deepl;tag;2025-12-12 20:56:57
monitoring;en;monitoring;deepl;tag;2025-12-12 20:56:57
monitoringue;en;monitoringue;deepl;tag;2025-12-12 20:56:57
monitorings;en;monitoring;deepl;tag;2025-12-12 20:56:57
monitoringues;en;monitoring;deepl;tag;2025-12-12 20:56:57
surveiller;en;monitor;deepl;tag;2025-12-12 20:56:57
surveillère;en;supervisor;deepl;tag;2025-12-12 20:56:57
surveillers;en;supervisors;deepl;tag;2025-12-12 20:56:57
surveillères;en;lifeguards;deepl;tag;2025-12-12 20:56:57
visite de contrôle;en;inspection visit;deepl;tag;2025-12-12 20:56:57
visites des contrôles;en;inspection visits;deepl;tag;2025-12-12 20:56:57
débandage;en;spreading;deepl;tag;2025-12-12 20:56:57
bracket décollé;en;detached bracket;deepl;tag;2025-12-12 20:56:57
brackets décollés;en;loose brackets;deepl;tag;2025-12-12 20:56:57
bague qui tombe;en;falling ring;deepl;tag;2025-12-12 20:56:57
bagues quis tombes;en;rings that have fallen;deepl;tag;2025-12-12 20:56:57
loose bracket;en;loose bracket;deepl;tag;2025-12-12 20:56:57
looses brackets;en;looses brackets;deepl;tag;2025-12-12 20:56:57
attache décollée;en;detached fastener;deepl;tag;2025-12-12 20:56:57
attaches décollées;en;loose fasteners;deepl;tag;2025-12-12 20:56:57
fil qui pique;en;itchy thread;deepl;tag;2025-12-12 20:56:57
fil qui blesse;en;thread that hurts;deepl;tag;2025-12-12 20:56:57
fils quis blesses;en;sons who are injured;deepl;tag;2025-12-12 20:56:57
wire poking;en;wire poking;deepl;tag;2025-12-12 20:56:57
irritation;en;irritation;deepl;tag;2025-12-12 20:56:57
irritationne;en;irritation;deepl;tag;2025-12-12 20:56:57
irritations;en;irritations;deepl;tag;2025-12-12 20:56:57
irritationnes;en;irritation;deepl;tag;2025-12-12 20:56:57
fil saillant;en;projecting wire;deepl;tag;2025-12-12 20:56:57
fils saillants;en;protruding wires;deepl;tag;2025-12-12 20:56:57
fil qui dépasse;en;protruding thread;deepl;tag;2025-12-12 20:56:57
fils quis dépasses;en;protruding wires;deepl;tag;2025-12-12 20:56:57
urgence;en;emergency;deepl;tag;2025-12-12 20:56:57
urgence orthodontique;en;orthodontic emergency;deepl;tag;2025-12-12 20:56:57
urgences orthodontiques;en;orthodontic emergencies;deepl;tag;2025-12-12 20:56:57
emergency;en;emergency;deepl;tag;2025-12-12 20:56:57
emergencys;en;emergencys;deepl;tag;2025-12-12 20:56:57
problème;en;problem;deepl;tag;2025-12-12 20:56:57
problèmes;en;problems;deepl;tag;2025-12-12 20:56:57
urgent;en;urgent;deepl;tag;2025-12-12 20:56:57
urgente;en;urgent;deepl;tag;2025-12-12 20:56:57
urgents;en;urgent;deepl;tag;2025-12-12 20:56:57
urgentes;en;urgent;deepl;tag;2025-12-12 20:56:57
cas urgent;en;urgent case;deepl;tag;2025-12-12 20:56:57
cas urgents;en;urgent cases;deepl;tag;2025-12-12 20:56:57
prognathie;en;prognathia;deepl;tag;2025-12-12 20:56:57
avancée;en;advance;deepl;tag;2025-12-12 20:56:57
avancées;en;advances;deepl;tag;2025-12-12 20:56:57
en avant;en;ahead;deepl;tag;2025-12-12 20:56:57
ens avants;en;front sets;deepl;tag;2025-12-12 20:56:57
projection;en;projection;deepl;tag;2025-12-12 20:56:57
projectionne;en;projectionne;deepl;tag;2025-12-12 20:56:57
projections;en;projections;deepl;tag;2025-12-12 20:56:57
projectionnes;en;projections;deepl;tag;2025-12-12 20:56:57
rétrognathie;en;retrognathy;deepl;tag;2025-12-12 20:56:57
en arrière;en;backwards;deepl;tag;2025-12-12 20:56:57
ens arrières;en;ens arrières;deepl;tag;2025-12-12 20:56:57
reculée;en;remote;deepl;tag;2025-12-12 20:56:57
reculées;en;remote;deepl;tag;2025-12-12 20:56:57
rétrognathe;en;retrognathe;deepl;tag;2025-12-12 20:56:57
rétrognathes;en;retrognathes;deepl;tag;2025-12-12 20:56:57
rétroposition;en;retroposition;deepl;tag;2025-12-12 20:56:57
rétropositionne;en;return to;deepl;tag;2025-12-12 20:56:57
rétropositions;en;retropositions;deepl;tag;2025-12-12 20:56:57
rétropositionnes;en;retroposition;deepl;tag;2025-12-12 20:56:57
protrusion;en;protrusion;glossaire;tag;2025-12-12 20:56:57
avancement excessif;en;excessive advancement;deepl;tag;2025-12-12 20:56:57
avancements excessifs;en;excessive advances;deepl;tag;2025-12-12 20:56:57
projection en avant;en;forward projection;deepl;tag;2025-12-12 20:56:57
projections ens avants;en;projections ens avants;deepl;tag;2025-12-12 20:56:57
proclusion;en;proclusion;deepl;tag;2025-12-12 20:56:57
proclusionne;en;proclusionne;deepl;tag;2025-12-12 20:56:57
proclusions;en;proclusions;deepl;tag;2025-12-12 20:56:57
proclusionnes;en;proclusionnes;deepl;tag;2025-12-12 20:56:57
rétrusion;en;retrofusion;deepl;tag;2025-12-12 20:56:57
NiTi;en;NiTi;deepl;tag;2025-12-12 20:56:57
nitinol;en;nitinol;deepl;tag;2025-12-12 20:56:57
nitinole;en;nitinole;deepl;tag;2025-12-12 20:56:57
nitinols;en;nitinols;deepl;tag;2025-12-12 20:56:57
nitinoles;en;nitinoles;deepl;tag;2025-12-12 20:56:57
nickel-titane;en;nickel-titanium;deepl;tag;2025-12-12 20:56:57
nickel-titanes;en;nickel-titanium;deepl;tag;2025-12-12 20:56:57
superélastique;en;superelastic;deepl;tag;2025-12-12 20:56:57
superélastiques;en;superelastic;deepl;tag;2025-12-12 20:56:57
fil NiTi;en;NiTi wire;deepl;tag;2025-12-12 20:56:57
fils NiTis;en;NiTis wires;deepl;tag;2025-12-12 20:56:57
fil thermoactif;en;thermoactive yarn;deepl;tag;2025-12-12 20:56:57
fils thermoactifs;en;thermoactive yarns;deepl;tag;2025-12-12 20:56:57
métal;en;metal;deepl;tag;2025-12-12 20:56:57
acier;en;steel;deepl;tag;2025-12-12 20:56:57
acière;en;acière;deepl;tag;2025-12-12 20:56:57
aciers;en;steels;deepl;tag;2025-12-12 20:56:57
acières;en;acières;deepl;tag;2025-12-12 20:56:57
steel;en;steel;deepl;tag;2025-12-12 20:56:57
steelle;en;steelle;deepl;tag;2025-12-12 20:56:57
steels;en;steels;deepl;tag;2025-12-12 20:56:57
steelles;en;steelles;deepl;tag;2025-12-12 20:56:57
titanium;en;titanium;deepl;tag;2025-12-12 20:56:57
titaniume;en;titaniume;deepl;tag;2025-12-12 20:56:57
titaniums;en;titaniums;deepl;tag;2025-12-12 20:56:57
titaniumes;en;titaniums;deepl;tag;2025-12-12 20:56:57
titane;en;titanium;deepl;tag;2025-12-12 20:56:57
titanes;en;titanium;deepl;tag;2025-12-12 20:56:57
métallique;en;metallic;deepl;tag;2025-12-12 20:56:57
métalliques;en;metal;deepl;tag;2025-12-12 20:56:57
métal inoxydable;en;non-corrodible metal;deepl;tag;2025-12-12 20:56:57
métaux inoxydables;en;stainless metals;deepl;tag;2025-12-12 20:56:57
composite;en;composite;deepl;tag;2025-12-12 20:56:57
résine composite;en;composite resin;deepl;tag;2025-12-12 20:56:57
résines composites;en;composite resins;deepl;tag;2025-12-12 20:56:57
resin composite;en;resin composite;deepl;tag;2025-12-12 20:56:57
resins composites;en;composite resins;deepl;tag;2025-12-12 20:56:57
restauration en composite;en;composite restoration;deepl;tag;2025-12-12 20:56:57
restaurations ens composites;en;composite restorations;deepl;tag;2025-12-12 20:56:57
spacing;en;spacing;deepl;tag;2025-12-12 20:56:57
